date,menu_item,units_sold,day_of_week,week_of_year,month,is_weekend,is_holiday,is_tourist_season,rainfall_mm,temperature_c,local_event,rolling_7day_avg
2024-06-25,Grilled Salmon,33,1,26,6,0,0,1,0.0,26.4,0,36.14
2024-06-25,Caesar Salad,24,1,26,6,0,0,1,0.0,26.4,0,24.43
2024-06-25,Tiramisu,25,1,26,6,0,0,1,0.0,26.4,0,25.86
2024-06-25,Risotto,23,1,26,6,0,0,1,0.0,26.4,0,27.43
2024-06-25,Bruschetta,43,1,26,6,0,0,1,0.0,26.4,0,42.43
2024-06-25,Grilled Chicken,23,1,26,6,0,0,1,0.0,26.4,0,24.29
2024-06-26,Margherita Pizza,32,2,26,6,0,0,1,0.0,30.0,0,38.86
2024-06-26,Pasta Carbonara,29,2,26,6,0,0,1,0.0,30.0,0,35.71
2024-06-26,Grilled Salmon,26,2,26,6,0,0,1,0.0,30.0,0,35.71
2024-06-26,Caesar Salad,22,2,26,6,0,0,1,0.0,30.0,0,23.86
2024-06-26,Tiramisu,20,2,26,6,0,0,1,0.0,30.0,0,25.14
2024-06-26,Risotto,24,2,26,6,0,0,1,0.0,30.0,0,27.0
2024-06-26,Bruschetta,42,2,26,6,0,0,1,0.0,30.0,0,44.0
2024-06-26,Grilled Chicken,21,2,26,6,0,0,1,0.0,30.0,0,24.29
2024-06-27,Margherita Pizza,37,3,26,6,0,0,1,0.0,33.3,0,38.57
2024-06-27,Pasta Carbonara,32,3,26,6,0,0,1,0.0,33.3,0,35.71
2024-06-27,Grilled Salmon,32,3,26,6,0,0,1,0.0,33.3,0,35.14
2024-06-27,Caesar Salad,25,3,26,6,0,0,1,0.0,33.3,0,24.57
2024-06-27,Tiramisu,23,3,26,6,0,0,1,0.0,33.3,0,24.86
2024-06-27,Risotto,23,3,26,6,0,0,1,0.0,33.3,0,27.14
2024-06-27,Bruschetta,35,3,26,6,0,0,1,0.0,33.3,0,43.71
2024-06-27,Grilled Chicken,22,3,26,6,0,0,1,0.0,33.3,0,24.71
2024-06-28,Margherita Pizza,36,4,26,6,0,0,1,0.0,29.7,1,38.71
2024-06-28,Pasta Carbonara,39,4,26,6,0,0,1,0.0,29.7,1,36.57
2024-06-28,Grilled Salmon,32,4,26,6,0,0,1,0.0,29.7,1,35.29
2024-06-28,Caesar Salad,26,4,26,6,0,0,1,0.0,29.7,1,24.86
2024-06-28,Tiramisu,23,4,26,6,0,0,1,0.0,29.7,1,25.0
2024-06-28,Risotto,23,4,26,6,0,0,1,0.0,29.7,1,26.57
2024-06-28,Bruschetta,43,4,26,6,0,0,1,0.0,29.7,1,44.57
2024-06-28,Grilled Chicken,23,4,26,6,0,0,1,0.0,29.7,1,24.86
2024-06-29,Margherita Pizza,55,5,26,6,1,0,1,1.0,29.5,0,40.14
2024-06-29,Pasta Carbonara,44,5,26,6,1,0,1,1.0,29.5,0,36.14
2024-06-29,Grilled Salmon,43,5,26,6,1,0,1,1.0,29.5,0,35.43
2024-06-29,Caesar Salad,22,5,26,6,1,0,1,1.0,29.5,0,24.14
2024-06-29,Tiramisu,36,5,26,6,1,0,1,1.0,29.5,0,26.71
2024-06-29,Risotto,32,5,26,6,1,0,1,1.0,29.5,0,27.29
2024-06-29,Bruschetta,47,5,26,6,1,0,1,1.0,29.5,0,43.57
2024-06-29,Grilled Chicken,27,5,26,6,1,0,1,1.0,29.5,0,24.71
2024-06-30,Margherita Pizza,38,6,26,6,1,0,1,0.0,27.7,0,39.43
2024-06-30,Pasta Carbonara,46,6,26,6,1,0,1,0.0,27.7,0,36.71
2024-06-30,Grilled Salmon,46,6,26,6,1,0,1,0.0,27.7,0,36.57
2024-06-30,Caesar Salad,32,6,26,6,1,0,1,0.0,27.7,0,25.0
2024-06-30,Tiramisu,37,6,26,6,1,0,1,0.0,27.7,0,27.43
2024-06-30,Risotto,32,6,26,6,1,0,1,0.0,27.7,0,27.43
2024-06-30,Bruschetta,41,6,26,6,1,0,1,0.0,27.7,0,41.57
2024-06-30,Grilled Chicken,28,6,26,6,1,0,1,0.0,27.7,0,24.0
2024-07-01,Margherita Pizza,39,0,27,7,0,0,1,0.0,28.6,0,38.0
2024-07-01,Pasta Carbonara,31,0,27,7,0,0,1,0.0,28.6,0,35.57
2024-07-01,Grilled Salmon,33,0,27,7,0,0,1,0.0,28.6,0,35.0
2024-07-01,Caesar Salad,26,0,27,7,0,0,1,0.0,28.6,0,25.29
2024-07-01,Tiramisu,21,0,27,7,0,0,1,0.0,28.6,0,26.43
2024-07-01,Risotto,27,0,27,7,0,0,1,0.0,28.6,0,26.29
2024-07-01,Bruschetta,36,0,27,7,0,0,1,0.0,28.6,0,41.0
2024-07-01,Grilled Chicken,19,0,27,7,0,0,1,0.0,28.6,0,23.29
2024-07-02,Margherita Pizza,33,1,27,7,0,0,1,0.0,30.2,0,38.57
2024-07-02,Pasta Carbonara,31,1,27,7,0,0,1,0.0,30.2,0,36.0
2024-07-02,Grilled Salmon,29,1,27,7,0,0,1,0.0,30.2,0,34.43
2024-07-02,Caesar Salad,20,1,27,7,0,0,1,0.0,30.2,0,24.71
2024-07-02,Tiramisu,22,1,27,7,0,0,1,0.0,30.2,0,26.0
2024-07-02,Risotto,23,1,27,7,0,0,1,0.0,30.2,0,26.29
2024-07-02,Bruschetta,37,1,27,7,0,0,1,0.0,30.2,0,40.14
2024-07-02,Grilled Chicken,23,1,27,7,0,0,1,0.0,30.2,0,23.29
2024-07-03,Margherita Pizza,46,2,27,7,0,0,1,0.0,28.5,1,40.57
2024-07-03,Pasta Carbonara,39,2,27,7,0,0,1,0.0,28.5,1,37.43
2024-07-03,Grilled Salmon,40,2,27,7,0,0,1,0.0,28.5,1,36.43
2024-07-03,Caesar Salad,26,2,27,7,0,0,1,0.0,28.5,1,25.29
2024-07-03,Tiramisu,30,2,27,7,0,0,1,0.0,28.5,1,27.43
2024-07-03,Risotto,30,2,27,7,0,0,1,0.0,28.5,1,27.14
2024-07-03,Bruschetta,50,2,27,7,0,0,1,0.0,28.5,1,41.29
2024-07-03,Grilled Chicken,30,2,27,7,0,0,1,0.0,28.5,1,24.57
2024-07-04,Margherita Pizza,35,3,27,7,0,0,1,0.0,27.9,0,40.29
2024-07-04,Pasta Carbonara,30,3,27,7,0,0,1,0.0,27.9,0,37.14
2024-07-04,Grilled Salmon,31,3,27,7,0,0,1,0.0,27.9,0,36.29
2024-07-04,Caesar Salad,20,3,27,7,0,0,1,0.0,27.9,0,24.57
2024-07-04,Tiramisu,21,3,27,7,0,0,1,0.0,27.9,0,27.14
2024-07-04,Risotto,23,3,27,7,0,0,1,0.0,27.9,0,27.14
2024-07-04,Bruschetta,42,3,27,7,0,0,1,0.0,27.9,0,42.29
2024-07-04,Grilled Chicken,20,3,27,7,0,0,1,0.0,27.9,0,24.29
2024-07-05,Margherita Pizza,37,4,27,7,0,0,1,0.0,25.6,0,40.43
2024-07-05,Pasta Carbonara,27,4,27,7,0,0,1,0.0,25.6,0,35.43
2024-07-05,Grilled Salmon,31,4,27,7,0,0,1,0.0,25.6,0,36.14
2024-07-05,Caesar Salad,23,4,27,7,0,0,1,0.0,25.6,0,24.14
2024-07-05,Tiramisu,21,4,27,7,0,0,1,0.0,25.6,0,26.86
2024-07-05,Risotto,25,4,27,7,0,0,1,0.0,25.6,0,27.43
2024-07-05,Bruschetta,36,4,27,7,0,0,1,0.0,25.6,0,41.29
2024-07-05,Grilled Chicken,26,4,27,7,0,0,1,0.0,25.6,0,24.71
2024-07-06,Margherita Pizza,40,5,27,7,1,0,1,0.0,33.5,0,38.29
2024-07-06,Pasta Carbonara,35,5,27,7,1,0,1,0.0,33.5,0,34.14
2024-07-06,Grilled Salmon,45,5,27,7,1,0,1,0.0,33.5,0,36.43
2024-07-06,Caesar Salad,33,5,27,7,1,0,1,0.0,33.5,0,25.71
2024-07-06,Tiramisu,33,5,27,7,1,0,1,0.0,33.5,0,26.43
2024-07-06,Risotto,32,5,27,7,1,0,1,0.0,33.5,0,27.43
2024-07-06,Bruschetta,52,5,27,7,1,0,1,0.0,33.5,0,42.0
2024-07-06,Grilled Chicken,33,5,27,7,1,0,1,0.0,33.5,0,25.57
2024-07-07,Margherita Pizza,52,6,27,7,1,0,1,0.0,33.1,0,40.29
2024-07-07,Pasta Carbonara,39,6,27,7,1,0,1,0.0,33.1,0,33.14
2024-07-07,Grilled Salmon,44,6,27,7,1,0,1,0.0,33.1,0,36.14
2024-07-07,Caesar Salad,29,6,27,7,1,0,1,0.0,33.1,0,25.29
2024-07-07,Tiramisu,25,6,27,7,1,0,1,0.0,33.1,0,24.71
2024-07-07,Risotto,32,6,27,7,1,0,1,0.0,33.1,0,27.43
2024-07-07,Bruschetta,46,6,27,7,1,0,1,0.0,33.1,0,42.71
2024-07-07,Grilled Chicken,33,6,27,7,1,0,1,0.0,33.1,0,26.29
2024-07-08,Margherita Pizza,45,0,28,7,0,0,1,0.0,25.8,1,41.14
2024-07-08,Pasta Carbonara,48,0,28,7,0,0,1,0.0,25.8,1,35.57
2024-07-08,Grilled Salmon,41,0,28,7,0,0,1,0.0,25.8,1,37.29
2024-07-08,Caesar Salad,25,0,28,7,0,0,1,0.0,25.8,1,25.14
2024-07-08,Tiramisu,34,0,28,7,0,0,1,0.0,25.8,1,26.57
2024-07-08,Risotto,36,0,28,7,0,0,1,0.0,25.8,1,28.71
2024-07-08,Bruschetta,46,0,28,7,0,0,1,0.0,25.8,1,44.14
2024-07-08,Grilled Chicken,32,0,28,7,0,0,1,0.0,25.8,1,28.14
2024-07-09,Margherita Pizza,38,1,28,7,0,0,1,0.0,26.7,0,41.86
2024-07-09,Pasta Carbonara,32,1,28,7,0,0,1,0.0,26.7,0,35.71
2024-07-09,Grilled Salmon,32,1,28,7,0,0,1,0.0,26.7,0,37.71
2024-07-09,Caesar Salad,19,1,28,7,0,0,1,0.0,26.7,0,25.0
2024-07-09,Tiramisu,20,1,28,7,0,0,1,0.0,26.7,0,26.29
2024-07-09,Risotto,27,1,28,7,0,0,1,0.0,26.7,0,29.29
2024-07-09,Bruschetta,44,1,28,7,0,0,1,0.0,26.7,0,45.14
2024-07-09,Grilled Chicken,19,1,28,7,0,0,1,0.0,26.7,0,27.57
2024-07-10,Margherita Pizza,47,2,28,7,0,0,1,0.0,32.7,1,42.0
2024-07-10,Pasta Carbonara,32,2,28,7,0,0,1,0.0,32.7,1,34.71
2024-07-10,Grilled Salmon,45,2,28,7,0,0,1,0.0,32.7,1,38.43
2024-07-10,Caesar Salad,24,2,28,7,0,0,1,0.0,32.7,1,24.71
2024-07-10,Tiramisu,33,2,28,7,0,0,1,0.0,32.7,1,26.71
2024-07-10,Risotto,35,2,28,7,0,0,1,0.0,32.7,1,30.0
2024-07-10,Bruschetta,42,2,28,7,0,0,1,0.0,32.7,1,44.0
2024-07-10,Grilled Chicken,28,2,28,7,0,0,1,0.0,32.7,1,27.29
2024-07-11,Margherita Pizza,30,3,28,7,0,0,1,0.0,34.2,0,41.29
2024-07-11,Pasta Carbonara,33,3,28,7,0,0,1,0.0,34.2,0,35.14
2024-07-11,Grilled Salmon,27,3,28,7,0,0,1,0.0,34.2,0,37.86
2024-07-11,Caesar Salad,22,3,28,7,0,0,1,0.0,34.2,0,25.0
2024-07-11,Tiramisu,28,3,28,7,0,0,1,0.0,34.2,0,27.71
2024-07-11,Risotto,31,3,28,7,0,0,1,0.0,34.2,0,31.14
2024-07-11,Bruschetta,35,3,28,7,0,0,1,0.0,34.2,0,43.0
2024-07-11,Grilled Chicken,27,3,28,7,0,0,1,0.0,34.2,0,28.29
2024-07-12,Margherita Pizza,36,4,28,7,0,0,1,0.0,30.4,0,41.14
2024-07-12,Pasta Carbonara,29,4,28,7,0,0,1,0.0,30.4,0,35.43
2024-07-12,Grilled Salmon,29,4,28,7,0,0,1,0.0,30.4,0,37.57
2024-07-12,Caesar Salad,22,4,28,7,0,0,1,0.0,30.4,0,24.86
2024-07-12,Tiramisu,20,4,28,7,0,0,1,0.0,30.4,0,27.57
2024-07-12,Risotto,30,4,28,7,0,0,1,0.0,30.4,0,31.86
2024-07-12,Bruschetta,36,4,28,7,0,0,1,0.0,30.4,0,43.0
2024-07-12,Grilled Chicken,22,4,28,7,0,0,1,0.0,30.4,0,27.71
2024-07-13,Margherita Pizza,45,5,28,7,1,0,1,0.0,27.5,0,41.86
2024-07-13,Pasta Carbonara,40,5,28,7,1,0,1,0.0,27.5,0,36.14
2024-07-13,Grilled Salmon,34,5,28,7,1,0,1,0.0,27.5,0,36.0
2024-07-13,Caesar Salad,30,5,28,7,1,0,1,0.0,27.5,0,24.43
2024-07-13,Tiramisu,33,5,28,7,1,0,1,0.0,27.5,0,27.57
2024-07-13,Risotto,28,5,28,7,1,0,1,0.0,27.5,0,31.29
2024-07-13,Bruschetta,53,5,28,7,1,0,1,0.0,27.5,0,43.14
2024-07-13,Grilled Chicken,38,5,28,7,1,0,1,0.0,27.5,0,28.43
2024-07-14,Margherita Pizza,43,6,28,7,1,0,1,0.0,32.0,0,40.57
2024-07-14,Pasta Carbonara,46,6,28,7,1,0,1,0.0,32.0,0,37.14
2024-07-14,Grilled Salmon,46,6,28,7,1,0,1,0.0,32.0,0,36.29
2024-07-14,Caesar Salad,26,6,28,7,1,0,1,0.0,32.0,0,24.0
2024-07-14,Tiramisu,32,6,28,7,1,0,1,0.0,32.0,0,28.57
2024-07-14,Risotto,33,6,28,7,1,0,1,0.0,32.0,0,31.43
2024-07-14,Bruschetta,52,6,28,7,1,0,1,0.0,32.0,0,44.0
2024-07-14,Grilled Chicken,24,6,28,7,1,0,1,0.0,32.0,0,27.14
2024-07-15,Margherita Pizza,40,0,29,7,0,0,1,0.0,28.4,0,39.86
2024-07-15,Pasta Carbonara,31,0,29,7,0,0,1,0.0,28.4,0,34.71
2024-07-15,Grilled Salmon,30,0,29,7,0,0,1,0.0,28.4,0,34.71
2024-07-15,Caesar Salad,20,0,29,7,0,0,1,0.0,28.4,0,23.29
2024-07-15,Tiramisu,24,0,29,7,0,0,1,0.0,28.4,0,27.14
2024-07-15,Risotto,26,0,29,7,0,0,1,0.0,28.4,0,30.0
2024-07-15,Bruschetta,41,0,29,7,0,0,1,0.0,28.4,0,43.29
2024-07-15,Grilled Chicken,24,0,29,7,0,0,1,0.0,28.4,0,26.0
2024-07-16,Margherita Pizza,34,1,29,7,0,0,1,0.0,31.8,0,39.29
2024-07-16,Pasta Carbonara,34,1,29,7,0,0,1,0.0,31.8,0,35.0
2024-07-16,Grilled Salmon,35,1,29,7,0,0,1,0.0,31.8,0,35.14
2024-07-16,Caesar Salad,22,1,29,7,0,0,1,0.0,31.8,0,23.71
2024-07-16,Tiramisu,23,1,29,7,0,0,1,0.0,31.8,0,27.57
2024-07-16,Risotto,23,1,29,7,0,0,1,0.0,31.8,0,29.43
2024-07-16,Bruschetta,32,1,29,7,0,0,1,0.0,31.8,0,41.57
2024-07-16,Grilled Chicken,22,1,29,7,0,0,1,0.0,31.8,0,26.43
2024-07-17,Margherita Pizza,40,2,29,7,0,0,1,0.0,21.7,0,38.29
2024-07-17,Pasta Carbonara,38,2,29,7,0,0,1,0.0,21.7,0,35.86
2024-07-17,Grilled Salmon,32,2,29,7,0,0,1,0.0,21.7,0,33.29
2024-07-17,Caesar Salad,22,2,29,7,0,0,1,0.0,21.7,0,23.43
2024-07-17,Tiramisu,23,2,29,7,0,0,1,0.0,21.7,0,26.14
2024-07-17,Risotto,25,2,29,7,0,0,1,0.0,21.7,0,28.0
2024-07-17,Bruschetta,30,2,29,7,0,0,1,0.0,21.7,0,39.86
2024-07-17,Grilled Chicken,19,2,29,7,0,0,1,0.0,21.7,0,25.14
2024-07-18,Margherita Pizza,38,3,29,7,0,0,1,0.0,29.3,0,39.43
2024-07-18,Pasta Carbonara,24,3,29,7,0,0,1,0.0,29.3,0,34.57
2024-07-18,Grilled Salmon,30,3,29,7,0,0,1,0.0,29.3,0,33.71
2024-07-18,Caesar Salad,15,3,29,7,0,0,1,0.0,29.3,0,22.43
2024-07-18,Tiramisu,23,3,29,7,0,0,1,0.0,29.3,0,25.43
2024-07-18,Risotto,27,3,29,7,0,0,1,0.0,29.3,0,27.43
2024-07-18,Bruschetta,34,3,29,7,0,0,1,0.0,29.3,0,39.71
2024-07-18,Grilled Chicken,22,3,29,7,0,0,1,0.0,29.3,0,24.43
2024-07-19,Margherita Pizza,39,4,29,7,0,0,1,0.0,30.5,0,39.86
2024-07-19,Pasta Carbonara,28,4,29,7,0,0,1,0.0,30.5,0,34.43
2024-07-19,Grilled Salmon,28,4,29,7,0,0,1,0.0,30.5,0,33.57
2024-07-19,Caesar Salad,22,4,29,7,0,0,1,0.0,30.5,0,22.43
2024-07-19,Tiramisu,20,4,29,7,0,0,1,0.0,30.5,0,25.43
2024-07-19,Risotto,28,4,29,7,0,0,1,0.0,30.5,0,27.14
2024-07-19,Bruschetta,34,4,29,7,0,0,1,0.0,30.5,0,39.43
2024-07-19,Grilled Chicken,26,4,29,7,0,0,1,0.0,30.5,0,25.0
2024-07-20,Margherita Pizza,45,5,29,7,1,0,1,0.0,29.7,0,39.86
2024-07-20,Pasta Carbonara,39,5,29,7,1,0,1,0.0,29.7,0,34.29
2024-07-20,Grilled Salmon,39,5,29,7,1,0,1,0.0,29.7,0,34.29
2024-07-20,Caesar Salad,30,5,29,7,1,0,1,0.0,29.7,0,22.43
2024-07-20,Tiramisu,31,5,29,7,1,0,1,0.0,29.7,0,25.14
2024-07-20,Risotto,30,5,29,7,1,0,1,0.0,29.7,0,27.43
2024-07-20,Bruschetta,42,5,29,7,1,0,1,0.0,29.7,0,37.86
2024-07-20,Grilled Chicken,32,5,29,7,1,0,1,0.0,29.7,0,24.14
2024-07-21,Margherita Pizza,61,6,29,7,1,0,1,0.0,25.5,1,42.43
2024-07-21,Pasta Carbonara,58,6,29,7,1,0,1,0.0,25.5,1,36.0
2024-07-21,Grilled Salmon,54,6,29,7,1,0,1,0.0,25.5,1,35.43
2024-07-21,Caesar Salad,28,6,29,7,1,0,1,0.0,25.5,1,22.71
2024-07-21,Tiramisu,38,6,29,7,1,0,1,0.0,25.5,1,26.0
2024-07-21,Risotto,44,6,29,7,1,0,1,0.0,25.5,1,29.0
2024-07-21,Bruschetta,58,6,29,7,1,0,1,0.0,25.5,1,38.71
2024-07-21,Grilled Chicken,41,6,29,7,1,0,1,0.0,25.5,1,26.57
2024-07-22,Margherita Pizza,35,0,30,7,0,0,1,0.0,29.4,0,41.71
2024-07-22,Pasta Carbonara,33,0,30,7,0,0,1,0.0,29.4,0,36.29
2024-07-22,Grilled Salmon,27,0,30,7,0,0,1,0.0,29.4,0,35.0
2024-07-22,Caesar Salad,19,0,30,7,0,0,1,0.0,29.4,0,22.57
2024-07-22,Tiramisu,21,0,30,7,0,0,1,0.0,29.4,0,25.57
2024-07-22,Risotto,25,0,30,7,0,0,1,0.0,29.4,0,28.86
2024-07-22,Bruschetta,33,0,30,7,0,0,1,0.0,29.4,0,37.57
2024-07-22,Grilled Chicken,21,0,30,7,0,0,1,0.0,29.4,0,26.14
2024-07-23,Margherita Pizza,37,1,30,7,0,0,1,0.0,32.3,0,42.14
2024-07-23,Pasta Carbonara,31,1,30,7,0,0,1,0.0,32.3,0,35.86
2024-07-23,Grilled Salmon,35,1,30,7,0,0,1,0.0,32.3,0,35.0
2024-07-23,Caesar Salad,21,1,30,7,0,0,1,0.0,32.3,0,22.43
2024-07-23,Tiramisu,26,1,30,7,0,0,1,0.0,32.3,0,26.0
2024-07-23,Risotto,25,1,30,7,0,0,1,0.0,32.3,0,29.14
2024-07-23,Bruschetta,34,1,30,7,0,0,1,0.0,32.3,0,37.86
2024-07-23,Grilled Chicken,22,1,30,7,0,0,1,0.0,32.3,0,26.14
2024-07-24,Margherita Pizza,33,2,30,7,0,0,1,0.0,31.8,0,41.14
2024-07-24,Pasta Carbonara,35,2,30,7,0,0,1,0.0,31.8,0,35.43
2024-07-24,Grilled Salmon,31,2,30,7,0,0,1,0.0,31.8,0,34.86
2024-07-24,Caesar Salad,23,2,30,7,0,0,1,0.0,31.8,0,22.57
2024-07-24,Tiramisu,23,2,30,7,0,0,1,0.0,31.8,0,26.0
2024-07-24,Risotto,26,2,30,7,0,0,1,0.0,31.8,0,29.29
2024-07-24,Bruschetta,32,2,30,7,0,0,1,0.0,31.8,0,38.14
2024-07-24,Grilled Chicken,24,2,30,7,0,0,1,0.0,31.8,0,26.86
2024-07-25,Margherita Pizza,28,3,30,7,0,0,1,0.0,27.2,0,39.71
2024-07-25,Pasta Carbonara,29,3,30,7,0,0,1,0.0,27.2,0,36.14
2024-07-25,Grilled Salmon,30,3,30,7,0,0,1,0.0,27.2,0,34.86
2024-07-25,Caesar Salad,22,3,30,7,0,0,1,0.0,27.2,0,23.57
2024-07-25,Tiramisu,25,3,30,7,0,0,1,0.0,27.2,0,26.29
2024-07-25,Risotto,24,3,30,7,0,0,1,0.0,27.2,0,28.86
2024-07-25,Bruschetta,34,3,30,7,0,0,1,0.0,27.2,0,38.14
2024-07-25,Grilled Chicken,25,3,30,7,0,0,1,0.0,27.2,0,27.29
2024-07-26,Margherita Pizza,37,4,30,7,0,0,1,0.0,27.4,0,39.43
2024-07-26,Pasta Carbonara,33,4,30,7,0,0,1,0.0,27.4,0,36.86
2024-07-26,Grilled Salmon,33,4,30,7,0,0,1,0.0,27.4,0,35.57
2024-07-26,Caesar Salad,17,4,30,7,0,0,1,0.0,27.4,0,22.86
2024-07-26,Tiramisu,24,4,30,7,0,0,1,0.0,27.4,0,26.86
2024-07-26,Risotto,24,4,30,7,0,0,1,0.0,27.4,0,28.29
2024-07-26,Bruschetta,40,4,30,7,0,0,1,0.0,27.4,0,39.0
2024-07-26,Grilled Chicken,21,4,30,7,0,0,1,0.0,27.4,0,26.57
2024-07-27,Margherita Pizza,46,5,30,7,1,0,1,0.0,30.9,0,39.57
2024-07-27,Pasta Carbonara,43,5,30,7,1,0,1,0.0,30.9,0,37.43
2024-07-27,Grilled Salmon,50,5,30,7,1,0,1,0.0,30.9,0,37.14
2024-07-27,Caesar Salad,36,5,30,7,1,0,1,0.0,30.9,0,23.71
2024-07-27,Tiramisu,33,5,30,7,1,0,1,0.0,30.9,0,27.14
2024-07-27,Risotto,40,5,30,7,1,0,1,0.0,30.9,0,29.71
2024-07-27,Bruschetta,56,5,30,7,1,0,1,0.0,30.9,0,41.0
2024-07-27,Grilled Chicken,30,5,30,7,1,0,1,0.0,30.9,0,26.29
2024-07-28,Margherita Pizza,52,6,30,7,1,0,1,0.0,29.3,0,38.29
2024-07-28,Pasta Carbonara,39,6,30,7,1,0,1,0.0,29.3,0,34.71
2024-07-28,Grilled Salmon,36,6,30,7,1,0,1,0.0,29.3,0,34.57
2024-07-28,Caesar Salad,26,6,30,7,1,0,1,0.0,29.3,0,23.43
2024-07-28,Tiramisu,31,6,30,7,1,0,1,0.0,29.3,0,26.14
2024-07-28,Risotto,34,6,30,7,1,0,1,0.0,29.3,0,28.29
2024-07-28,Bruschetta,51,6,30,7,1,0,1,0.0,29.3,0,40.0
2024-07-28,Grilled Chicken,30,6,30,7,1,0,1,0.0,29.3,0,24.71
2024-07-29,Margherita Pizza,33,0,31,7,0,0,1,0.0,24.6,0,38.0
2024-07-29,Pasta Carbonara,32,0,31,7,0,0,1,0.0,24.6,0,34.57
2024-07-29,Grilled Salmon,27,0,31,7,0,0,1,0.0,24.6,0,34.57
2024-07-29,Caesar Salad,17,0,31,7,0,0,1,0.0,24.6,0,23.14
2024-07-29,Tiramisu,21,0,31,7,0,0,1,0.0,24.6,0,26.14
2024-07-29,Risotto,27,0,31,7,0,0,1,0.0,24.6,0,28.57
2024-07-29,Bruschetta,36,0,31,7,0,0,1,0.0,24.6,0,40.43
2024-07-29,Grilled Chicken,23,0,31,7,0,0,1,0.0,24.6,0,25.0
2024-07-30,Margherita Pizza,49,1,31,7,0,0,1,0.0,29.2,1,39.71
2024-07-30,Pasta Carbonara,34,1,31,7,0,0,1,0.0,29.2,1,35.0
2024-07-30,Grilled Salmon,41,1,31,7,0,0,1,0.0,29.2,1,35.43
2024-07-30,Caesar Salad,26,1,31,7,0,0,1,0.0,29.2,1,23.86
2024-07-30,Tiramisu,29,1,31,7,0,0,1,0.0,29.2,1,26.57
2024-07-30,Risotto,38,1,31,7,0,0,1,0.0,29.2,1,30.43
2024-07-30,Bruschetta,48,1,31,7,0,0,1,0.0,29.2,1,42.43
2024-07-30,Grilled Chicken,29,1,31,7,0,0,1,0.0,29.2,1,26.0
2024-07-31,Margherita Pizza,40,2,31,7,0,0,1,0.4,26.3,0,40.71
2024-07-31,Pasta Carbonara,28,2,31,7,0,0,1,0.4,26.3,0,34.0
2024-07-31,Grilled Salmon,26,2,31,7,0,0,1,0.4,26.3,0,34.71
2024-07-31,Caesar Salad,17,2,31,7,0,0,1,0.4,26.3,0,23.0
2024-07-31,Tiramisu,21,2,31,7,0,0,1,0.4,26.3,0,26.29
2024-07-31,Risotto,21,2,31,7,0,0,1,0.4,26.3,0,29.71
2024-07-31,Bruschetta,36,2,31,7,0,0,1,0.4,26.3,0,43.0
2024-07-31,Grilled Chicken,20,2,31,7,0,0,1,0.4,26.3,0,25.43
2024-08-01,Margherita Pizza,36,3,31,8,0,0,1,0.0,26.0,0,41.86
2024-08-01,Pasta Carbonara,28,3,31,8,0,0,1,0.0,26.0,0,33.86
2024-08-01,Grilled Salmon,31,3,31,8,0,0,1,0.0,26.0,0,34.86
2024-08-01,Caesar Salad,24,3,31,8,0,0,1,0.0,26.0,0,23.29
2024-08-01,Tiramisu,22,3,31,8,0,0,1,0.0,26.0,0,25.86
2024-08-01,Risotto,27,3,31,8,0,0,1,0.0,26.0,0,30.14
2024-08-01,Bruschetta,34,3,31,8,0,0,1,0.0,26.0,0,43.0
2024-08-01,Grilled Chicken,23,3,31,8,0,0,1,0.0,26.0,0,25.14
2024-08-02,Margherita Pizza,29,4,31,8,0,0,1,0.0,26.5,0,40.71
2024-08-02,Pasta Carbonara,31,4,31,8,0,0,1,0.0,26.5,0,33.57
2024-08-02,Grilled Salmon,30,4,31,8,0,0,1,0.0,26.5,0,34.43
2024-08-02,Caesar Salad,19,4,31,8,0,0,1,0.0,26.5,0,23.57
2024-08-02,Tiramisu,23,4,31,8,0,0,1,0.0,26.5,0,25.71
2024-08-02,Risotto,24,4,31,8,0,0,1,0.0,26.5,0,30.14
2024-08-02,Bruschetta,34,4,31,8,0,0,1,0.0,26.5,0,42.14
2024-08-02,Grilled Chicken,25,4,31,8,0,0,1,0.0,26.5,0,25.71
2024-08-03,Margherita Pizza,53,5,31,8,1,0,1,0.0,27.2,0,41.71
2024-08-03,Pasta Carbonara,35,5,31,8,1,0,1,0.0,27.2,0,32.43
2024-08-03,Grilled Salmon,41,5,31,8,1,0,1,0.0,27.2,0,33.14
2024-08-03,Caesar Salad,25,5,31,8,1,0,1,0.0,27.2,0,22.0
2024-08-03,Tiramisu,29,5,31,8,1,0,1,0.0,27.2,0,25.14
2024-08-03,Risotto,32,5,31,8,1,0,1,0.0,27.2,0,29.0
2024-08-03,Bruschetta,44,5,31,8,1,0,1,0.0,27.2,0,40.43
2024-08-03,Grilled Chicken,35,5,31,8,1,0,1,0.0,27.2,0,26.43
2024-08-04,Margherita Pizza,59,6,31,8,1,0,1,0.0,32.1,1,42.71
2024-08-04,Pasta Carbonara,53,6,31,8,1,0,1,0.0,32.1,1,34.43
2024-08-04,Grilled Salmon,44,6,31,8,1,0,1,0.0,32.1,1,34.29
2024-08-04,Caesar Salad,34,6,31,8,1,0,1,0.0,32.1,1,23.14
2024-08-04,Tiramisu,38,6,31,8,1,0,1,0.0,32.1,1,26.14
